Code,Name
7936,アシックス
7942,ＪＳＰ
7943,ニチハ
7944,ローランド
7947,エフピコ
7949,小松ウオール工業
7951,ヤマハ
7952,河合楽器製作所
7955,クリナップ
7956,ピジョン
7962,キングジム
7965,象印マホービン
7966,リンテック
7970,信越ポリマー
7972,イトーキ
7974,任天堂
7976,三菱鉛筆
7979,松風
7981,タカラスタンダード
7984,コクヨ
7988,ニフコ
7989,立川ブラインド工業
7990,グローブライド
7994,オカムラ
7995,バルカー
8001,伊藤忠商事
8002,丸紅
8005,スクロール
8007,高島
8008,ヨンドシーホールディングス
8011,三陽商会
8012,長瀬産業
8014,蝶理
8015,豊田通商
8016,オンワードホールディングス
8020,兼松
8022,美津濃
8031,三井物産
8032,日本紙パルプ商事
8035,東京エレクトロン
8037,カメイ
8043,スターゼン
8050,セイコーグループ
8051,山善
8052,椿本興業
8053,住友商事
8056,ＢＩＰＲＯＧＹ
8057,内田洋行
8058,三菱商事
8059,第一実業
8060,キヤノンマーケティングジャパン
8061,西華産業
8065,佐藤商事
8070,東京産業
8074,ユアサ商事
8075,神鋼商事
8078,阪和興業
8079,正栄食品工業
8081,カナデン
8084,ＲＹＯＤＥＮ
8086,ニプロ
8088,岩谷産業
8091,ニチモウ
8093,極東貿易
8095,アステナホールディングス
8097,三愛オブリ
8098,稲畑産業
8101,ＧＳＩクレオス
8103,明和産業
8111,ゴールドウイン
8113,ユニ・チャーム
8125,ワキタ
8129,東邦ホールディングス
8130,サンゲツ
8132,シナネンホールディングス
8133,伊藤忠エネクス
8136,サンリオ
8137,サンワテクノス
8141,新光商事
8142,トーホー
8150,三信電気
8151,東陽テクニカ
8153,モスフードサービス
8154,加賀電子
8157,都築電気
8158,ソーダニッカ
8159,立花エレテック
8160,木曽路
8163,ＳＲＳホールディングス
8167,リテールパートナーズ
8173,上新電機
8174,日本瓦斯
8179,ロイヤルホールディングス
8185,チヨダ
8194,ライフコーポレーション
8200,リンガーハット
8203,ＭｒＭａｘＨＤ
8214,ＡＯＫＩホールディングス
8217,オークワ
8218,コメリ
8219,青山商事
8227,しまむら
8233,高島屋
8237,松屋
8242,エイチ・ツー・オー　リテイリング
8252,丸井グループ
8253,クレディセゾン
8255,アクシアル　リテイリング
8267,イオン
8273,イズミ
8276,平和堂
8278,フジ
8281,ゼビオホールディングス
8282,ケーズホールディングス
8283,ＰＡＬＴＡＣ
8303,ＳＢＩ新生銀行
8304,あおぞら銀行
8306,三菱ＵＦＪフィナンシャル・グループ
8308,りそなホールディングス
8309,三井住友トラストグループ
8316,三井住友フィナンシャルグループ
8331,千葉銀行
8334,群馬銀行
8336,武蔵野銀行
8337,千葉興業銀行
8338,筑波銀行
8341,七十七銀行
8343,秋田銀行
8344,山形銀行
8345,岩手銀行
8346,東邦銀行
8354,ふくおかフィナンシャルグループ
8358,スルガ銀行
8359,八十二長野銀行
8360,山梨中央銀行
8361,大垣共立銀行
8362,福井銀行
8364,清水銀行
8366,滋賀銀行
8367,南都銀行
8368,百五銀行
8370,紀陽銀行
8377,ほくほくフィナンシャルグループ
8381,山陰合同銀行
8386,百十四銀行
8387,四国銀行
8388,阿波銀行
8392,大分銀行
8393,宮崎銀行
8395,佐賀銀行
8399,琉球銀行
8410,セブン銀行
8411,みずほフィナンシャルグループ
8418,山口フィナンシャルグループ
8424,芙蓉総合リース
8425,みずほリース
8439,東京センチュリー
8473,ＳＢＩホールディングス
8511,日本証券金融
8522,名古屋銀行
8524,北洋銀行
8541,愛媛銀行
8544,京葉銀行
8550,栃木銀行
8551,北日本銀行
8558,東和銀行
8566,リコーリース
8570,イオンフィナンシャルサービス
8584,ジャックス
8585,オリエントコーポレーション
8591,オリックス
8593,三菱ＨＣキャピタル
8595,ジャフコ　グループ
8600,トモニホールディングス
8601,大和証券グループ本社
8604,野村ホールディングス
8609,岡三証券グループ
8613,丸三証券
8614,東洋証券
8616,東海東京フィナンシャル・ホールディングス
8622,水戸証券
8624,いちよし証券
8628,松井証券
8630,ＳＯＭＰＯホールディングス
8697,日本取引所グループ
8698,マネックスグループ
8706,極東証券
8707,岩井コスモホールディングス
8708,アイザワ証券グループ
8713,フィデアホールディングス
8714,池田泉州ホールディングス
8715,アニコム　ホールディングス
8725,ＭＳ＆ＡＤインシュアランスグループホールディングス
8729,ソニーフィナンシャルグループ
8739,スパークス・グループ
8750,第一生命ホールディングス
8766,東京海上ホールディングス
8771,イー・ギャランティ
8793,ＮＥＣキャピタルソリューション
8795,Ｔ＆Ｄホールディングス
8798,アドバンスクリエイト
8801,三井不動産
8802,三菱地所
8803,平和不動産
8804,東京建物
8818,京阪神ビルディング
8830,住友不動産
8848,レオパレス２１
8850,スターツコーポレーション
8860,フジ住宅
8876,リログループ
8877,エスリード
8881,日神グループホールディングス
8892,エスコン
8897,ＭＩＲＡＲＴＨホールディングス
8919,カチタス
8923,トーセイ
8934,サンフロンティア不動産
8935,ＦＪネクストホールディングス
8999,グランディハウス
9001,東武鉄道
9003,相鉄ホールディングス
9005,東急
9006,京浜急行電鉄
9007,小田急電鉄
9008,京王電鉄
9009,京成電鉄
9010,富士急行
9020,東日本旅客鉄道
9021,西日本旅客鉄道
9022,東海旅客鉄道
9023,東京地下鉄
9024,西武ホールディングス
9025,鴻池運輸
9031,西日本鉄道
9037,ハマキョウレックス
9039,サカイ引越センター
9041,近鉄グループホールディングス
9042,阪急阪神ホールディングス
9044,南海電気鉄道
9045,京阪ホールディングス
9046,神戸電鉄
9048,名古屋鉄道
9052,山陽電気鉄道
9064,ヤマトホールディングス
9065,山九
9068,丸全昭和運輸
9069,センコーグループホールディングス
9072,ニッコンホールディングス
9075,福山通運
9076,セイノーホールディングス
9081,神奈川中央交通
9090,ＡＺ－ＣＯＭ丸和ホールディングス
9101,日本郵船
9104,商船三井
9107,川崎汽船
9110,ＮＳユナイテッド海運
9119,飯野海運
9142,九州旅客鉄道
9143,ＳＧホールディングス
9147,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス
9201,日本航空
9202,ＡＮＡホールディングス
92025,ＡＮＡホールディングス第１回社債型種類株式
9216,ビーウィズ
9229,サンウェルズ
9247,ＴＲＥホールディングス
9267,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ
9273,コーア商事ホールディングス
9274,ＫＰＰグループホールディングス
9278,ブックオフグループホールディングス
9279,ギフトホールディングス
9301,三菱倉庫
9302,三井倉庫ホールディングス
9303,住友倉庫
9304,澁澤倉庫
9305,ヤマタネ
9310,日本トランスシティ
9319,中央倉庫
9324,安田倉庫
9332,ＮＩＳＳＯホールディングス
9336,大栄環境
9341,ＧＥＮＯＶＡ
9347,日本管財ホールディングス
9364,上組
9381,エーアイテイー
9401,ＴＢＳホールディングス
9404,日本テレビホールディングス
9405,朝日放送グループホールディングス
9409,テレビ朝日ホールディングス
9412,スカパーＪＳＡＴホールディングス
9413,テレビ東京ホールディングス
9416,ビジョン
9418,Ｕ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ
9424,日本通信
9432,ＮＴＴ
9433,ＫＤＤＩ
9434,ソフトバンク
94345,ソフトバンク第１回社債型種類株式
94346,ソフトバンク第２回社債型種類株式
9435,光通信
9438,エムティーアイ
9449,ＧＭＯインターネットグループ
9468,ＫＡＤＯＫＡＷＡ
9470,学研ホールディングス
9474,ゼンリン
9501,東京電力ホールディングス
9502,中部電力
9503,関西電力
9504,中国電力
9505,北陸電力
9506,東北電力
9507,四国電力
9508,九州電力
9509,北海道電力
9511,沖縄電力
9513,電源開発
9517,イーレックス
9519,レノバ
9531,東京瓦斯
9532,大阪瓦斯
9533,東邦瓦斯
9534,北海道瓦斯
9535,広島ガス
9536,西部ガスホールディングス
9543,静岡ガス
9551,メタウォーター
9552,クオンツ総研ホールディングス
9601,松竹
9602,東宝
9603,エイチ・アイ・エス
9605,東映
9612,ラックランド
9616,共立メンテナンス
9619,イチネンホールディングス
9621,建設技術研究所
9622,スペース
9627,アインホールディングス
9628,燦ホールディングス
9629,ピー・シー・エー
9644,タナベコンサルティンググループ
9658,ビジネスブレイン太田昭和
9663,ナガワ
9672,東京都競馬
9678,カナモト
9682,ＤＴＳ
9684,スクウェア・エニックス・ホールディングス
9692,シーイーシー
9697,カプコン
9699,ニシオホールディングス
9702,アイ・エス・ビー
9706,日本空港ビルデング
9715,トランス・コスモス
9716,乃村工藝社
9722,藤田観光
9729,トーカイ
9735,セコム
9739,ＮＳＷ
9740,セントラル警備保障
9742,アイネス
9743,丹青社
9744,メイテックグループホールディングス
9746,ＴＫＣ
9755,応用地質
9757,船井総研ホールディングス
9759,ＮＳＤ
9765,オオバ
9766,コナミグループ
9769,学究社
9788,ナック
9790,福井コンピュータホールディングス
9793,ダイセキ
9795,ステップ
9824,泉州電業
9830,トラスコ中山
9831,ヤマダホールディングス
9832,オートバックスセブン
9837,モリト
9842,アークランズ
9843,ニトリホールディングス
9850,グルメ杵屋
9861,吉野家ホールディングス
9869,加藤産業
9880,イノテック
9882,イエローハット
9887,松屋フーズホールディングス
9889,ＪＢＣＣホールディングス
9900,サガミホールディングス
9902,日伝
9928,ミロク情報サービス
9932,杉本商事
9934,因幡電機産業
9936,王将フードサービス
9946,ミニストップ
9948,アークス
9956,バローホールディングス
9960,東テク
9962,ミスミグループ本社
9974,ベルク
9983,ファーストリテイリング
9984,ソフトバンクグループ
9987,スズケン
9989,サンドラッグ
9990,サックスバー　ホールディングス
9991,ジェコス
9997,ベルーナ
